year,granteename,fips,countyOriginal,county,contexts,settings,ct
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN CFT,Workplace,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,"MN CFT, MN Well-being","Community, Health Care, Workplace",1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Schools,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,"MN Moves, MN Well-being",Schools,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Well-being,"Community, Workplace",1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Moves,"Community, Workplace",1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,"Community, Health Care, Workplace",1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Moves,Schools,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Well-being,Workplace,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Moves,Workplace,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,"Community, Workplace",1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,"Community, Workplace",1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Well-being,"Community, Workplace",1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Eats,Community,1
2023,Crow Wing Energized,,Crow Wing County,Crow Wing,MN Moves,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2024,Horizon SHIP,,Dakota County,Dakota,MN Well-being,Health Care,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Breathes,Community,1
2024,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2023,Dakota County,,Dakota County,Dakota,"MN Eats, MN Moves","Community, Workplace",1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,"MN Eats, MN Moves, MN Well-being","Schools, Workplace",1
2023,Dakota County,,Dakota County,Dakota,"MN Eats, MN Well-being","Schools, Workplace",1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Workplace,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Eats,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2023,Dakota County,,Dakota County,Dakota,MN CFT,Community,1
2023,Dakota County,,Dakota County,Dakota,MN CFT,Community,1
2023,Dakota County,,Dakota County,Dakota,MN CFT,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Community,1
2023,Dakota County,,Dakota County,Dakota,MN CFT,Community,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,"MN Eats, MN Well-being",Community,1
2023,Dakota County,,Dakota County,Dakota,MN Moves,Schools,1
2023,Dakota County,,Dakota County,Dakota,MN Well-being,Schools,1
2024,Dodge-Steele Community Health Board,,Dodge County,Dodge,MN Moves,Community,1
2024,Dakota County,,Dodge County,Dodge,MN Breathes,Community,1
2024,Dakota County,,Dodge County,Dodge,MN Breathes,Community,1
2023,Dodge-Steele Community Health Board,,Dodge County,Dodge,"MN Eats, MN Moves","Schools, Workplace",1
2023,Dodge-Steele Community Health Board,,Dodge County,Dodge,"MN Eats, MN Moves",Workplace,1
2023,Dodge-Steele Community Health Board,,Dodge County,Dodge,"MN Eats, MN Moves","Schools, Workplace",1
2023,Dodge-Steele Community Health Board,,Dodge County,Dodge,"MN Eats, MN Moves","Schools, Workplace",1
2023,Dodge-Steele Community Health Board,,Dodge County,Dodge,MN Moves,Schools,1
2023,Dodge-Steele Community Health Board,,Dodge County,Dodge,MN Eats,Schools,1
2024,Horizon SHIP,,Douglas County,Douglas,MN Eats,"Community, Health Care",1
2024,Horizon SHIP,,Douglas County,Douglas,MN Eats,Health Care,1
2024,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Community,1
2024,Horizon SHIP,,Douglas County,Douglas,MN Eats,Schools,1
2024,Horizon SHIP,,Douglas County,Douglas,MN Moves,Workplace,1
2024,Horizon SHIP,,Douglas County,Douglas,MN Eats,Health Care,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,"MN Eats, MN Moves, MN Well-being",Schools,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,"MN CFT, MN Eats, MN Moves, MN Well-being","Health Care, Workplace",1
2023,Horizon SHIP,,Douglas County,Douglas,"MN CFT, MN Well-being",Community,1
2023,Horizon SHIP,,Douglas County,Douglas,"MN Eats, MN Well-being",Community,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Moves,Schools,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Eats,Community,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Eats,Community,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,"MN Eats, MN Well-being",Schools,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Schools,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Community,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,"MN Eats, MN Moves",Health Care,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,"MN Moves, MN Well-being","Schools, Workplace",1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Community,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Well-being,Workplace,1
2023,Horizon SHIP,,Douglas County,Douglas,MN Eats,Community,1
2024,FMW SHIP,,Faribault County,Faribault,MN Moves,Community,1
2024,FMW SHIP,,Faribault County,Faribault,MN Eats,Community,1
2024,FMW SHIP,,Faribault County,Faribault,MN Moves,Community,1
2024,FMW SHIP,,Faribault County,Faribault,MN Moves,Community,1
2024,FMW SHIP,,Faribault County,Faribault,MN Well-being,Schools,1
2024,FMW SHIP,,Faribault County,Faribault,MN Eats,Community,1
2024,FMW SHIP,,Faribault County,Faribault,MN Moves,Workplace,1
2023,FMW SHIP,,Faribault County,Faribault,MN Moves,Community,1
2023,FMW SHIP,,Faribault County,Faribault,"MN Moves, MN Well-being",Schools,1
2023,FMW SHIP,,Faribault County,Faribault,MN Eats,Community,1
2023,FMW SHIP,,Faribault County,Faribault,MN CFT,"Community, Schools",1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN CFT, MN Eats, MN Moves, MN Well-being","Community, Health Care, Workplace",1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Health Care,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,"Child Care, Community",1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN CFT, MN Well-being",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN CFT, MN Well-being",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN CFT, MN Well-being",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves","Community, Schools",1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Child Care,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Child Care,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Moves, MN Well-being",Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Schools,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN CFT, MN Eats, MN Moves",Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,"Child Care, Community",1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Moves,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,"MN Eats, MN Moves",Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,"Child Care, Workplace",1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Workplace,1
2023,Fillmore-Houston,,Fillmore County,Fillmore,MN Eats,Community,1
2024,Freeborn County,,Freeborn County,Freeborn,MN Moves,Schools,1
2024,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2024,Freeborn County,,Freeborn County,Freeborn,MN Moves,"Schools, Workplace",1
2024,Freeborn County,,Freeborn County,Freeborn,MN Moves,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves, MN Well-being","Schools, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,"Community, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves, MN Well-being","Community, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,MN Moves,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Well-being","Community, Health Care, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves","Schools, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN CFT, MN Eats, MN Moves","Community, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves, MN Well-being",Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,"Community, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,"MN CFT, MN Eats, MN Well-being",Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN CFT, MN Eats",Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Health Care,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Moves,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves","Schools, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves","Schools, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Health Care,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Moves,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Moves,Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Health Care,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Moves,"Community, Workplace",1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves, MN Well-being",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves",Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Moves, MN Well-being",Schools,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Moves,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Community,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Well-being,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,MN Eats,Workplace,1
2023,Freeborn County,,Freeborn County,Freeborn,"MN Eats, MN Moves, MN Well-being","Community, Workplace",1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Breathes,Schools,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Community,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Schools,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Schools,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Community,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Health Care,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Moves,Community,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Moves,Schools,1
2024,Live Well Goodhue County,,Goodhue County,Goodhue,MN Moves,Schools,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,"Health Care, Workplace",1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN CFT,Schools,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,"MN Eats, MN Well-being",Community,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Health Care,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Community,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Community,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Well-being,Schools,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Schools,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Schools,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Well-being,Workplace,1
2023,Live Well Goodhue County,,Goodhue County,Goodhue,MN Eats,Community,1
2024,Horizon SHIP,,Grant County,Grant,MN Moves,Community,1
2024,Horizon SHIP,,Grant County,Grant,MN Moves,Community,1
2024,PartnerSHIP 4 Health,,Grant County,Grant,"MN Moves, MN Well-being",Workplace,1
2023,Horizon SHIP,,Grant County,Grant,MN Eats,Community,1
2023,Horizon SHIP,,Grant County,Grant,MN Eats,Community,1
2023,Horizon SHIP,,Grant County,Grant,"MN Eats, MN Well-being",Schools,1
2023,Horizon SHIP,,Grant County,Grant,MN Well-being,Schools,1
2023,Horizon SHIP,,Grant County,Grant,MN Eats,Health Care,1
2023,Horizon SHIP,,Grant County,Grant,MN Eats,Schools,1
2024,Hennepin County,,Hennepin County,Hennepin,MN Breathes,Community,1
2024,Hennepin County,,Hennepin County,Hennepin,MN Breathes,Community,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,MN Moves,Schools,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,MN Moves,Schools,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,MN Moves,Schools,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,MN Moves,Schools,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,MN Moves,Schools,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,MN Moves,Schools,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,"MN Moves, MN Well-being",Schools,1
2024,Minneapolis Health Department,,Hennepin County,Hennepin,"MN Moves, MN Well-being",Schools,1
